date	month	year	mld
2008-01-13	1	2008	49.4786987305
2008-01-14	1	2008	50.0567398071
2008-01-15	1	2008	50.7337341309
2008-01-16	1	2008	51.1948814392
2008-01-17	1	2008	51.6921539307
2008-01-18	1	2008	51.8878326416
2008-01-19	1	2008	51.8860397339
2008-01-20	1	2008	51.5668792725
2008-01-21	1	2008	51.1920814514
2008-01-22	1	2008	50.5324440002
2008-01-23	1	2008	50.0547218323
2008-01-24	1	2008	49.4754295349
2008-01-25	1	2008	49.1273880005
2008-01-26	1	2008	49.0728225708
2008-01-27	1	2008	49.2668762207
2008-01-28	1	2008	49.5826721191
2008-01-29	1	2008	50.1934700012
2008-01-30	1	2008	50.8721046448
2008-01-31	1	2008	51.3150863647
2008-02-01	2	2008	51.7639350891
2008-02-02	2	2008	51.9146080017
2008-02-03	2	2008	51.8453102112
2008-02-04	2	2008	51.4679222107
2008-02-05	2	2008	51.0648994446
2008-02-06	2	2008	50.3908119202
2008-02-07	2	2008	49.922454834
2008-02-08	2	2008	49.3817367554
2008-02-09	2	2008	49.0935935974
2008-02-10	2	2008	49.0870132446
2008-02-11	2	2008	49.3447608948
2008-02-12	2	2008	49.6956672668
2008-02-13	2	2008	50.3332023621
2008-02-14	2	2008	51.0067749023
2008-02-15	2	2008	51.4272727966
2008-02-16	2	2008	51.8232688904
2008-02-17	2	2008	51.9274711609
2008-02-18	2	2008	51.791343689
2008-02-19	2	2008	51.3594055176
2008-02-20	2	2008	50.9321594238
2008-02-21	2	2008	50.2502288818
2008-02-22	2	2008	49.7958679199
2008-02-23	2	2008	49.299030304
2008-02-24	2	2008	49.073589325
2008-02-25	2	2008	49.1150970459
2008-02-26	2	2008	49.4339828491
2008-02-27	2	2008	49.816570282
2008-02-28	2	2008	5.4445948601
2008-02-29	2	2008	18.599603653
2008-03-01	3	2008	51.5303344727
2008-03-02	3	2008	46.5608100891
2008-03-03	3	2008	32.8988838196
2008-03-04	3	2008	51.7246704102
2008-03-05	3	2008	27.1433181763
2008-03-06	3	2008	26.9064178467
2008-03-07	3	2008	50.1120834351
2008-03-08	3	2008	49.6762046814
2008-03-09	3	2008	49.2281265259
2008-03-10	3	2008	49.0675811768
2008-03-11	3	2008	49.1567955017
2008-03-12	3	2008	49.5336647034
2008-03-13	3	2008	49.9441947937
2008-03-14	3	2008	16.143913269
2008-03-15	3	2008	13.5470190048
2008-03-16	3	2008	14.3190670013
2008-03-17	3	2008	27.4929084778
2008-03-18	3	2008	51.9110946655
2008-03-19	3	2008	51.6459388733
2008-03-20	3	2008	51.1180610657
2008-03-21	3	2008	50.6552696228
2008-03-22	3	2008	49.9777297974
2008-03-23	3	2008	49.5646400452
2008-03-24	3	2008	49.1697158813
2008-03-25	3	2008	49.0756187439
2008-03-26	3	2008	49.2117004395
2008-03-27	3	2008	49.642829895
2008-03-28	3	2008	50.0772857666
2008-03-29	3	2008	50.7566223145
2008-03-30	3	2008	51.375629425
2008-03-31	3	2008	22.1128158569
2008-04-01	4	2008	32.8957633972
2008-04-02	4	2008	30.1861476898
2008-04-03	4	2008	16.4436473846
2008-04-04	4	2008	3.6749083996
2008-04-05	4	2008	9.8029584885
2008-04-06	4	2008	49.8484916687
2008-04-07	4	2008	49.4622764587
2008-04-08	4	2008	49.124382019
2008-04-09	4	2008	49.0976257324
2008-04-10	4	2008	49.2792701721
2008-04-11	4	2008	49.7604026794
2008-04-12	4	2008	50.2145309448
2008-04-13	4	2008	17.735004425
2008-04-14	4	2008	11.1135444641
2008-04-15	4	2008	7.1448040009
2008-04-16	4	2008	7.6021051407
2008-04-17	4	2008	21.3210391998
2008-04-18	4	2008	51.4555282593
2008-04-19	4	2008	50.8523139954
2008-04-20	4	2008	50.3722763062
2008-04-21	4	2008	49.7256393433
2008-04-22	4	2008	9.5810012817
2008-04-23	4	2008	49.0925598145
2008-04-24	4	2008	49.1333885193
2008-04-25	4	2008	49.3588409424
2008-04-26	4	2008	21.3344898224
2008-04-27	4	2008	9.2530975342
2008-04-28	4	2008	20.987569809
2008-04-29	4	2008	15.717461586
2008-04-30	4	2008	20.4820728302
2008-05-01	5	2008	17.3162307739
2008-05-02	5	2008	12.3905420303
2008-05-03	5	2008	15.6459722519
2008-05-04	5	2008	20.0398426056
2008-05-05	5	2008	5.41842556
2008-05-06	5	2008	4.1107931137
2008-05-07	5	2008	4.3703885078
2008-05-08	5	2008	5.9994921684
2008-05-09	5	2008	5.3052277565
2008-05-10	5	2008	3.8241231441
2008-05-11	5	2008	0
2008-05-12	5	2008	2.9190015793
2008-05-13	5	2008	8.4061040878
2008-05-14	5	2008	8.9820804596
2008-05-15	5	2008	10.0675039291
2008-05-16	5	2008	7.5974106789
2008-05-17	5	2008	6.7203702927
2008-05-18	5	2008	5.8858003616
2008-05-19	5	2008	9.8143606186
2008-05-20	5	2008	6.5097513199
2008-05-21	5	2008	15.7891397476
2008-05-22	5	2008	18.6688995361
2008-05-23	5	2008	3.5367405415
2008-05-24	5	2008	12.388967514
2008-05-25	5	2008	23.6877841949
2008-05-26	5	2008	23.9750518799
2008-05-27	5	2008	50.6375961304
2008-05-28	5	2008	9.4230995178
2008-05-29	5	2008	5.2343435287
2008-05-30	5	2008	4.0142264366
2008-05-31	5	2008	2.3643314838
2008-06-01	6	2008	3.7215433121
2008-06-02	6	2008	4.5311632156
2008-06-03	6	2008	7.383169651
2008-06-04	6	2008	9.6955909729
2008-06-05	6	2008	0
2008-06-06	6	2008	9.5408802032
2008-06-07	6	2008	9.0190010071
2008-06-08	6	2008	1.5813535452
2008-06-09	6	2008	2.6578691006
2008-06-10	6	2008	5.0874743462
2008-06-11	6	2008	4.2075242996
2008-06-12	6	2008	9.4441709518
2008-06-13	6	2008	10.0536327362
2008-06-14	6	2008	7.1654572487
2008-06-15	6	2008	9.5200719833
2008-06-16	6	2008	5.2141709328
2008-06-17	6	2008	6.2313404083
2008-06-18	6	2008	19.8724384308
2008-06-19	6	2008	22.9765377045
2008-06-20	6	2008	17.1867008209
2008-06-21	6	2008	4.3553948402
2008-06-22	6	2008	21.8160228729
2008-06-23	6	2008	21.9494533539
2008-06-24	6	2008	2.0874342918
2008-06-25	6	2008	18.3432712555
2008-06-26	6	2008	20.9409446716
2008-06-27	6	2008	20.3507232666
2008-06-28	6	2008	15.8013849258
2008-06-29	6	2008	13.7235641479
2008-06-30	6	2008	13.0178699493
2008-07-01	7	2008	12.9415912628
2008-07-02	7	2008	13.4348011017
2008-07-03	7	2008	4.1555800438
2008-07-04	7	2008	7.7137064934
2008-07-05	7	2008	15.0063323975
2008-07-06	7	2008	9.0207424164
2008-07-07	7	2008	10.6083173752
2008-07-08	7	2008	10.1363239288
2008-07-09	7	2008	8.2004241943
2008-07-10	7	2008	14.7096529007
2008-07-11	7	2008	8.8745393753
2008-07-12	7	2008	8.0063476563
2008-07-13	7	2008	6.743437767
2008-07-14	7	2008	6.7465777397
2008-07-15	7	2008	7.1301803589
2008-07-16	7	2008	7.9650559425
2008-07-17	7	2008	8.3302879333
2008-07-18	7	2008	8.2184343338
2008-07-19	7	2008	10.1556959152
2008-07-20	7	2008	8.0819139481
2008-07-21	7	2008	10.5935878754
2008-07-22	7	2008	9.0397291183
2008-07-23	7	2008	0
2008-07-24	7	2008	5.3974256516
2008-07-25	7	2008	10.9476423264
2008-07-26	7	2008	7.06219244
2008-07-27	7	2008	0
2008-07-28	7	2008	3.7417972088
2008-07-29	7	2008	4.2998275757
2008-07-30	7	2008	19.5649833679
2008-07-31	7	2008	18.6266994476
2008-08-01	8	2008	16.1243591309
2008-08-02	8	2008	15.2006797791
2008-08-03	8	2008	13.7276601791
2008-08-04	8	2008	14.9723882675
2008-08-05	8	2008	12.9688835144
2008-08-06	8	2008	13.6628217697
2008-08-07	8	2008	12.5094118118
2008-08-08	8	2008	13.2599191666
2008-08-09	8	2008	11.5625581741
2008-08-10	8	2008	25.4009361267
2008-08-11	8	2008	20.4514217377
2008-08-12	8	2008	18.0940093994
2008-08-13	8	2008	19.6676158905
2008-08-14	8	2008	19.5280246735
2008-08-15	8	2008	9.3872585297
2008-08-16	8	2008	16.0791721344
2008-08-17	8	2008	17.3394927979
2008-08-18	8	2008	16.4752349854
2008-08-19	8	2008	22.6386451721
2008-08-20	8	2008	14.9568758011
2008-08-21	8	2008	15.0328035355
2008-08-22	8	2008	5.0425128937
2008-08-23	8	2008	10.8609743118
2008-08-24	8	2008	16.262638092
2008-08-25	8	2008	15.6659526825
2008-08-26	8	2008	16.5267009735
2008-08-27	8	2008	16.5597248077
2008-08-28	8	2008	14.3683671951
2008-08-29	8	2008	5.9030642509
2008-08-30	8	2008	2.5197110176
2008-08-31	8	2008	5.085624218
2008-09-01	9	2008	13.1194458008
2008-09-02	9	2008	14.3426141739
2008-09-03	9	2008	17.8506393433
2008-09-04	9	2008	22.6436920166
2008-09-05	9	2008	7.6688117981
2008-09-06	9	2008	6.4943037033
2008-09-07	9	2008	16.8281707764
2008-09-08	9	2008	5.1712608337
2008-09-09	9	2008	8.9557647705
2008-09-10	9	2008	15.8040895462
2008-09-11	9	2008	21.3463745117
2008-09-12	9	2008	13.0157928467
2008-09-13	9	2008	5.5295376778
2008-09-14	9	2008	3.9298093319
2008-09-15	9	2008	5.0716032982
2008-09-16	9	2008	1.9052447081
2008-09-17	9	2008	3.3026258945
2008-09-18	9	2008	0
2008-09-19	9	2008	3.2966742516
2008-09-20	9	2008	0
2008-09-21	9	2008	4.4431557655
2008-09-22	9	2008	7.407289505
2008-09-23	9	2008	27.1437835693
2008-09-24	9	2008	22.0722541809
2008-09-25	9	2008	31.9915065765
2008-09-26	9	2008	19.6733875275
2008-09-27	9	2008	27.364112854
2008-09-28	9	2008	51.1387214661
2008-09-29	9	2008	50.6767120361
2008-09-30	9	2008	49.9987564087
2008-10-01	10	2008	49.4329528809
2008-10-02	10	2008	49.1783905029
2008-10-03	10	2008	49.0750846863
2008-10-04	10	2008	49.2029380798
2008-10-05	10	2008	49.6270256042
2008-10-06	10	2008	50.2478637695
2008-10-07	10	2008	50.7363853455
2008-10-08	10	2008	51.3603286743
2008-10-09	10	2008	10.0319643021
2008-10-10	10	2008	42.672164917
2008-10-11	10	2008	51.8220024109
2008-10-12	10	2008	10.0080871582
2008-10-13	10	2008	10.4449911118
2008-10-14	10	2008	13.3555850983
2008-10-15	10	2008	12.54596138
2008-10-16	10	2008	49.3436698914
2008-10-17	10	2008	49.131061554
2008-10-18	10	2008	49.0950088501
2008-10-19	10	2008	49.2686462402
2008-10-20	10	2008	49.7434082031
2008-10-21	10	2008	50.3884315491
2008-10-22	10	2008	50.8747711182
2008-10-23	10	2008	51.4688949585
2008-10-24	10	2008	45.2420959473
2008-10-25	10	2008	51.9276618958
2008-10-26	10	2008	51.7627410889
2008-10-27	10	2008	51.4719543457
2008-10-28	10	2008	50.8744544983
2008-10-29	10	2008	50.3937911987
2008-10-30	10	2008	49.7447776794
2008-10-31	10	2008	49.2657165527
2008-11-01	11	2008	49.0971870422
2008-11-02	11	2008	49.1287231445
2008-11-03	11	2008	49.3464622498
2008-11-04	11	2008	49.8672218323
2008-11-05	11	2008	50.5300636292
2008-11-06	11	2008	51.0094680786
2008-11-07	11	2008	51.5679130554
2008-11-08	11	2008	51.8251457214
2008-11-09	11	2008	51.920715332
2008-11-10	11	2008	51.691028595
2008-11-11	11	2008	51.3634910583
2008-11-12	11	2008	50.7361030579
2008-11-13	11	2008	50.253200531
2008-11-14	11	2008	49.6283035278
2008-11-15	11	2008	49.1998672485
2008-11-16	11	2008	49.0771102905
2008-11-17	11	2008	49.1759033203
2008-11-18	11	2008	49.4356231689
2008-11-19	11	2008	49.9972457886
2008-11-20	11	2008	50.6713638306
2008-11-21	11	2008	51.1391525269
2008-11-22	11	2008	51.6564064026
2008-11-23	11	2008	51.8715171814
2008-11-24	11	2008	51.8997879028
2008-11-25	11	2008	51.6075668335
2008-11-26	11	2008	51.2465324402
2008-11-27	11	2008	50.5954093933
2008-11-28	11	2008	50.1150360107
2008-11-29	11	2008	49.5203933716
2008-11-30	11	2008	49.1467666626
2008-12-01	12	2008	49.071018219
2008-12-02	12	2008	49.2360839844
2008-12-03	12	2008	49.5352516174
2008-12-04	12	2008	50.1322059631
2008-12-05	12	2008	50.8109397888
2008-12-06	12	2008	51.2625465393
2008-12-07	12	2008	51.7335090637
2008-12-08	12	2008	51.9044036865
2008-12-09	12	2008	51.8650856018
2008-12-10	12	2008	51.5131759644
2008-12-11	12	2008	51.1222267151
2008-12-12	12	2008	50.4537582397
2008-12-13	12	2008	49.9806556702
2008-12-14	12	2008	49.4221038818
2008-12-15	12	2008	49.1069374084
2008-12-16	12	2008	49.0789756775
2008-12-17	12	2008	49.3086700439
2008-12-18	12	2008	49.6443634033
2008-12-19	12	2008	50.2707710266
2008-12-20	12	2008	50.9474182129
2008-12-21	12	2008	51.3784370422
2008-12-22	12	2008	51.7984580994
2008-12-23	12	2008	51.9234771729
2008-12-24	12	2008	51.8169517517
2008-12-25	12	2008	51.408782959
2008-12-26	12	2008	50.9918022156
2008-12-27	12	2008	50.312538147
2008-12-28	12	2008	49.8513870239
2008-12-29	12	2008	49.3344039917
2008-12-30	12	2008	49.0807685852
2008-12-31	12	2008	49.1009063721
2009-01-01	1	2009	49.3929519653
2009-01-02	1	2009	49.7618942261
2009-01-03	1	2009	50.4115791321
2009-01-04	1	2009	51.0794639587
2009-01-05	1	2009	51.4856910706
2009-01-06	1	2009	51.8506164551
2009-01-07	1	2009	51.9285545349
2009-01-08	1	2009	51.7558555603
2009-01-09	1	2009	51.2954177856
2009-01-10	1	2009	50.8565368652
2009-01-11	1	2009	50.1731376648
2009-01-12	1	2009	49.7284927368
2009-01-13	1	2009	49.2581558228
2009-01-14	1	2009	49.0685195923
2009-01-15	1	2009	49.136592865
2009-01-16	1	2009	49.4880981445
2009-01-17	1	2009	49.886680603
2009-01-18	1	2009	50.5532493591
2009-01-19	1	2009	32.4423828125
2009-01-20	1	2009	36.9750785828
2009-01-21	1	2009	23.9251041412
2009-01-22	1	2009	23.0666217804
2009-01-23	1	2009	8.0197124481
2009-01-24	1	2009	5.8796663284
2009-01-25	1	2009	50.7177658081
2009-01-26	1	2009	16.6890583038
2009-01-27	1	2009	7.2634520531
2009-01-28	1	2009	4.6618804932
2009-01-29	1	2009	7.6143875122
2009-01-30	1	2009	49.1856803894
2009-01-31	1	2009	27.1307754517
2009-02-01	2	2009	14.5479764938
2009-02-02	2	2009	19.2281551361
2009-02-03	2	2009	13.564283371
2009-02-04	2	2009	14.3320713043
2009-02-05	2	2009	18.0904750824
2009-02-06	2	2009	20.5073623657
2009-02-07	2	2009	18.7672367096
2009-02-08	2	2009	11.0193119049
2009-02-09	2	2009	11.499745369
2009-02-10	2	2009	13.1890439987
2009-02-11	2	2009	11.2564020157
2009-02-12	2	2009	10.0628538132
2009-02-13	2	2009	10.5961713791
2009-02-14	2	2009	0
2009-02-15	2	2009	2.2662880421
2009-02-16	2	2009	5.4099149704
2009-02-17	2	2009	8.3529005051
2009-02-18	2	2009	4.262090683
2009-02-19	2	2009	0.9738417864
2009-02-20	2	2009	8.0574941635
2009-02-21	2	2009	0.2865687013
2009-02-22	2	2009	13.6108760834
2009-02-23	2	2009	14.8084392548
2009-02-24	2	2009	13.3290891647
2009-02-25	2	2009	9.6604309082
2009-02-26	2	2009	14.3712186813
2009-02-27	2	2009	22.641254425
2009-02-28	2	2009	14.9664773941
2009-03-01	3	2009	17.1870346069
2009-03-02	3	2009	13.821352005
2009-03-03	3	2009	17.5250530243
2009-03-04	3	2009	50.9695205688
2009-03-05	3	2009	25.5199718475
2009-03-06	3	2009	18.0535488129
2009-03-07	3	2009	20.5178031921
2009-03-08	3	2009	51.8099403381
2009-03-09	3	2009	51.395652771
2009-03-10	3	2009	50.7756004333
2009-03-11	3	2009	6.940425396
2009-03-12	3	2009	49.6606330872
2009-03-13	3	2009	49.3236923218
2009-03-14	3	2009	49.0808525085
2009-03-15	3	2009	49.1590614319
2009-03-16	3	2009	49.4079208374
2009-03-17	3	2009	6.4919400215
2009-03-18	3	2009	10.3270359039
2009-03-19	3	2009	7.4812431335
2009-03-20	3	2009	11.7391834259
2009-03-21	3	2009	9.5295343399
2009-03-22	3	2009	13.0585756302
2009-03-23	3	2009	10.5960922241
2009-03-24	3	2009	21.0914268494
2009-03-25	3	2009	18.417388916
2009-03-26	3	2009	19.0236091614
2009-03-27	3	2009	28.8293743134
2009-03-28	3	2009	49.2491645813
2009-03-29	3	2009	49.0706253052
2009-03-30	3	2009	49.2154655457
2009-03-31	3	2009	0
2009-04-01	4	2009	0
2009-04-02	4	2009	10.9175157547
2009-04-03	4	2009	5.8856406212
2009-04-04	4	2009	13.6661243439
2009-04-05	4	2009	8.5274457932
2009-04-06	4	2009	11.1983270645
2009-04-07	4	2009	14.3325395584
2009-04-08	4	2009	27.987285614
2009-04-09	4	2009	16.104927063
2009-04-10	4	2009	21.3919029236
2009-04-11	4	2009	8.5964393616
2009-04-12	4	2009	2.4323906898
2009-04-13	4	2009	11.1581420898
2009-04-14	4	2009	12.3989877701
2009-04-15	4	2009	5.351442337
2009-04-16	4	2009	12.0184659958
2009-04-17	4	2009	7.8697042465
2009-04-18	4	2009	6.6722064018
2009-04-19	4	2009	6.7286877632
2009-04-20	4	2009	4.3020892143
2009-04-21	4	2009	5.9551711082
2009-04-22	4	2009	5.2184247971
2009-04-23	4	2009	11.6027946472
2009-04-24	4	2009	16.0597991943
2009-04-25	4	2009	7.3037672043
2009-04-26	4	2009	7.2260832787
2009-04-27	4	2009	12.9861717224
2009-04-28	4	2009	10.052488327
2009-04-29	4	2009	7.6601748466
2009-04-30	4	2009	17.3278636932
2009-05-01	5	2009	8.7563657761
2009-05-02	5	2009	26.0575275421
2009-05-03	5	2009	12.9448814392
2009-05-04	5	2009	11.785823822
2009-05-05	5	2009	18.095205307
2009-05-06	5	2009	23.8718700409
2009-05-07	5	2009	51.487739563
2009-05-08	5	2009	50.8960876465
2009-05-09	5	2009	24.004070282
2009-05-10	5	2009	8.6511669159
2009-05-11	5	2009	15.7171821594
2009-05-12	5	2009	24.3134918213
2009-05-13	5	2009	16.3845443726
2009-05-14	5	2009	4.6868329048
2009-05-15	5	2009	3.5928390026
2009-05-16	5	2009	14.0103731155
2009-05-17	5	2009	29.66705513
2009-05-18	5	2009	29.1001338959
2009-05-19	5	2009	18.8692836761
2009-05-20	5	2009	13.0628852844
2009-05-21	5	2009	7.1350016594
2009-05-22	5	2009	8.4427909851
2009-05-23	5	2009	8.3405122757
2009-05-24	5	2009	5.0656666756
2009-05-25	5	2009	3.8393087387
2009-05-26	5	2009	8.0861997604
2009-05-27	5	2009	11.1592998505
2009-05-28	5	2009	13.6383476257
2009-05-29	5	2009	1.9062825441
2009-05-30	5	2009	7.7552523613
2009-05-31	5	2009	4.1970863342
2009-06-01	6	2009	6.6430892944
2009-06-02	6	2009	5.9337568283
2009-06-03	6	2009	1.9965746403
2009-06-04	6	2009	6.7449946404
2009-06-05	6	2009	0
2009-06-06	6	2009	8.9121484756
2009-06-07	6	2009	7.4105257988
2009-06-08	6	2009	13.1987361908
2009-06-09	6	2009	11.8529415131
2009-06-10	6	2009	6.7832946777
2009-06-11	6	2009	5.6380586624
2009-06-12	6	2009	6.3970985413
2009-06-13	6	2009	6.0724239349
2009-06-14	6	2009	9.2085943222
2009-06-15	6	2009	7.8815031052
2009-06-16	6	2009	4.5437979698
2009-06-17	6	2009	13.0126848221
2009-06-18	6	2009	18.0931987762
2009-06-19	6	2009	18.0755786896
2009-06-20	6	2009	14.9877758026
2009-06-21	6	2009	11.0398874283
2009-06-22	6	2009	1.3287472725
2009-06-23	6	2009	10.7533483505
2009-06-24	6	2009	4.6848917007
2009-06-25	6	2009	6.382314682
2009-06-26	6	2009	5.6387310028
2009-06-27	6	2009	0.9277825356
2009-06-28	6	2009	3.1030128002
2009-06-29	6	2009	9.7518558502
2009-06-30	6	2009	2.5185267925
2009-07-01	7	2009	3.4450335503
2009-07-02	7	2009	2.7718377113
2009-07-03	7	2009	4.3024859428
2009-07-04	7	2009	9.5234355927
2009-07-05	7	2009	11.6929607391
2009-07-06	7	2009	15.5442914963
2009-07-07	7	2009	18.3080348969
2009-07-08	7	2009	15.8495502472
2009-07-09	7	2009	9.576628685
2009-07-10	7	2009	7.6167263985
2009-07-11	7	2009	10.0534620285
2009-07-12	7	2009	20.3098316193
2009-07-13	7	2009	12.5581789017
2009-07-14	7	2009	14.6566343307
2009-07-15	7	2009	8.3903560638
2009-07-16	7	2009	11.1108798981
2009-07-17	7	2009	9.5269317627
2009-07-18	7	2009	19.6896438599
2009-07-19	7	2009	18.0388736725
2009-07-20	7	2009	15.6364707947
2009-07-21	7	2009	10.4180250168
2009-07-22	7	2009	21.4669895172
2009-07-23	7	2009	16.5367088318
2009-07-24	7	2009	11.7890167236
2009-07-25	7	2009	11.157365799
2009-07-26	7	2009	11.7557821274
2009-07-27	7	2009	13.0751504898
2009-07-28	7	2009	12.5914402008
2009-07-29	7	2009	16.1172904968
2009-07-30	7	2009	14.8886566162
2009-07-31	7	2009	10.5597543716
2009-08-01	8	2009	15.810500145
2009-08-02	8	2009	11.2002468109
2009-08-03	8	2009	11.7539625168
2009-08-04	8	2009	12.8794937134
2009-08-05	8	2009	9.8466672897
2009-08-06	8	2009	7.7676925659
2009-08-07	8	2009	5.0050706863
2009-08-08	8	2009	7.6350779533
2009-08-09	8	2009	6.7715983391
2009-08-10	8	2009	8.0808181763
2009-08-11	8	2009	7.6931595802
2009-08-12	8	2009	8.2464952469
2009-08-13	8	2009	8.3266773224
2009-08-14	8	2009	2.3393325806
2009-08-15	8	2009	12.360537529
2009-08-16	8	2009	10.6300582886
2009-08-17	8	2009	9.5268259048
2009-08-18	8	2009	7.5560102463
2009-08-19	8	2009	11.0238771439
2009-08-20	8	2009	14.7169332504
2009-08-21	8	2009	18.1592826843
2009-08-22	8	2009	8.584821701
2009-08-23	8	2009	11.7605199814
2009-08-24	8	2009	12.9721136093
2009-08-25	8	2009	14.3212194443
2009-08-26	8	2009	15.1416454315
2009-08-27	8	2009	12.0417222977
2009-08-28	8	2009	22.5752601624
2009-08-29	8	2009	25.4622879028
2009-08-30	8	2009	16.5008506775
2009-08-31	8	2009	22.2073707581
2009-09-01	9	2009	23.8795490265
2009-09-02	9	2009	24.6278381348
2009-09-03	9	2009	29.6350784302
2009-09-04	9	2009	25.853717804
2009-09-05	9	2009	25.5167140961
2009-09-06	9	2009	21.9023323059
2009-09-07	9	2009	23.4773540497
2009-09-08	9	2009	21.8192996979
2009-09-09	9	2009	21.9074268341
2009-09-10	9	2009	17.3575382233
2009-09-11	9	2009	22.4212875366
2009-09-12	9	2009	12.1911268234
2009-09-13	9	2009	9.9992113113
2009-09-14	9	2009	10.0526151657
2009-09-15	9	2009	11.8064002991
2009-09-16	9	2009	51.7244186401
2009-09-17	9	2009	51.4128456116
2009-09-18	9	2009	50.7980079651
2009-09-19	9	2009	3.3748505116
2009-09-20	9	2009	8.1631975174
2009-09-21	9	2009	49.2276153564
2009-09-22	9	2009	49.0843200684
2009-09-23	9	2009	49.1532859802
2009-09-24	9	2009	49.394618988
2009-09-25	9	2009	10.7802219391
2009-09-26	9	2009	7.4091887474
2009-09-27	9	2009	4.8408026695
2009-09-28	9	2009	6.310482502
2009-09-29	9	2009	8.5203304291
2009-09-30	9	2009	4.6028547287
2009-10-01	10	2009	10.0226869583
2009-10-02	10	2009	10.5044612885
2009-10-03	10	2009	18.4256572723
2009-10-04	10	2009	50.1760978699
2009-10-05	10	2009	7.2567281723
2009-10-06	10	2009	14.9826183319
2009-10-07	10	2009	49.0719909668
2009-10-08	10	2009	49.2077484131
2009-10-09	10	2009	49.4897079468
2009-10-10	10	2009	50.0716552734
2009-10-11	10	2009	50.7491607666
2009-10-12	10	2009	51.2085189819
2009-10-13	10	2009	51.7006759644
2009-10-14	10	2009	0
2009-10-15	10	2009	51.8822021484
2009-10-16	10	2009	51.5564498901
2009-10-17	10	2009	51.1783447266
2009-10-18	10	2009	50.5167884827
2009-10-19	10	2009	50.0398712158
2009-10-20	10	2009	49.4645652771
2009-10-21	10	2009	49.1229858398
2009-10-22	10	2009	49.0737037659
2009-10-23	10	2009	49.2748985291
2009-10-24	10	2009	49.5947303772
2009-10-25	10	2009	50.208782196
2009-10-26	10	2009	50.8871879578
2009-10-27	10	2009	31.6391792297
2009-10-28	10	2009	43.2538871765
2009-10-29	10	2009	31.1061172485
2009-10-30	10	2009	51.8399925232
2009-10-31	10	2009	51.4563827515
2009-11-01	11	2009	51.0504875183
2009-11-02	11	2009	50.375202179
2009-11-03	11	2009	49.9081687927
2009-11-04	11	2009	49.3720436096
2009-11-05	11	2009	49.0906982422
2009-11-06	11	2009	49.0894393921
2009-11-07	11	2009	49.3540725708
2009-11-08	11	2009	49.708656311
2009-11-09	11	2009	50.3487625122
2009-11-10	11	2009	51.0213661194
2009-11-11	11	2009	51.439125061
2009-11-12	11	2009	51.8290328979
2009-11-13	11	2009	51.9280319214
2009-11-14	11	2009	51.7845916748
2009-11-15	11	2009	51.3468780518
2009-11-16	11	2009	50.9172134399
2009-11-17	11	2009	50.2348251343
2009-11-18	11	2009	49.782283783
2009-11-19	11	2009	49.2906036377
2009-11-20	11	2009	49.0722351074
2009-11-21	11	2009	15.6664066315
2009-11-22	11	2009	49.4444961548
2009-11-23	11	2009	49.8303604126
2009-11-24	11	2009	35.3727378845
2009-11-25	11	2009	51.1503868103
2009-11-26	11	2009	51.5411186218
2009-11-27	11	2009	46.5646629333
2009-11-28	11	2009	30.2113323212
2009-11-29	11	2009	51.7165489197
2009-11-30	11	2009	51.2290039063
2009-12-01	12	2009	5.834356308
2009-12-02	12	2009	50.0970306396
2009-12-03	12	2009	18.8371295929
2009-12-04	12	2009	49.2210464478
2009-12-05	12	2009	49.067779541
2009-12-06	12	2009	49.1622200012
2009-12-07	12	2009	49.5452766418
2009-12-08	12	2009	49.9586524963
2009-12-09	12	2009	50.6317672729
2009-12-10	12	2009	51.2729682922
2009-12-11	12	2009	51.6328659058
2009-12-12	12	2009	32.8854904175
2009-12-13	12	2009	27.4961872101
2009-12-14	12	2009	21.2376232147
2009-12-15	12	2009	11.6195888519
2009-12-16	12	2009	14.0462493896
2009-12-17	12	2009	13.8585996628
2009-12-18	12	2009	22.847743988
2009-12-19	12	2009	26.8960208893
2009-12-20	12	2009	49.0773658752
2009-12-21	12	2009	49.2185554504
2009-12-22	12	2009	49.6554260254
2009-12-23	12	2009	50.0922660828
2009-12-24	12	2009	50.7720069885
2009-12-25	12	2009	51.3879165649
2009-12-26	12	2009	51.7134742737
2009-12-27	12	2009	51.9226112366
2009-12-28	12	2009	51.8779678345
2009-12-29	12	2009	51.5453338623
2009-12-30	12	2009	50.9728736877
2009-12-31	12	2009	50.4981842041
2010-01-01	1	2010	49.8345832825
2010-01-02	1	2010	49.4515762329
2010-01-03	1	2010	49.1201934814
2010-01-04	1	2010	49.1009063721
2010-01-05	1	2010	49.2874832153
2010-01-06	1	2010	49.7738609314
2010-01-07	1	2010	50.2298927307
2010-01-08	1	2010	50.9095611572
2010-01-09	1	2010	51.4940948486
2010-01-10	1	2010	51.7821464539
2010-01-11	1	2010	51.9260559082
2010-01-12	1	2010	51.833820343
2010-01-13	1	2010	51.4438400269
2010-01-14	1	2010	3.4098374844
2010-01-15	1	2010	12.6687374115
2010-01-16	1	2010	49.71251297
2010-01-17	1	2010	49.3606033325
2010-01-18	1	2010	12.3500356674
2010-01-19	1	2010	7.1939086914
2010-01-20	1	2010	49.3683357239
2010-01-21	1	2010	5.7332000732
2010-01-22	1	2010	50.3701705933
2010-01-23	1	2010	7.4727897644
