date	depth	bact	picop	nanozoo	nanocms
13/06/16	1.4	68.60808	23.791961	18.1482	20.1376
13/06/16	10.2	64.05012	12.983945	15.8543	15.6107
13/06/16	24.8	42.99652	1.956541	12.8093	11.1447
13/06/16	50.1	36.60836	0.588813	14.9814	6.5366
20/06/16	1.8	93.18312	14.120012	29.6177	16.037
20/06/16	10.5	94.17904	14.007308	28.7042	12.4236
20/06/16	24.4	38.73484	1.829742	32.1146	4.5066
20/06/16	50.6	30.31818	0.845936	25.9637	3.8367
27/06/16	1.7	42.60668	41.278297	36.2152	82.2353
27/06/16	10.6	18.48454	13.47038	27.3238	62.6661
27/06/16	25.5	16.88632	5.235209	32.4394	30.6327
27/06/16	50.3	16.2176	5.093788	33.5559	29.029
04/07/16	1.5	73.39238	44.910098	17.4783	284.5451
04/07/16	10	76.07572	41.217741	19.1429	265.727
04/07/16	25.1	26.9343	5.900203	13.5401	67.4569
04/07/16	50.4	18.06704	2.642275	23.2638	27.2223
12/07/16	1.5	59.14312	78.377602	17.3159	51.4402
12/07/16	10.2	58.1899	78.617674	16.6257	60.2707
12/07/16	24.9	19.10274	5.375258	30.8763	14.4333
12/07/16	50.1	23.4092	6.265443	37.758	11.368
18/07/16	1.7	33.16448	46.237667	5.2374	12.3424
18/07/16	10.3	9.52588	3.930161	18.7166	11.8552
18/07/16	24.5	20.88494	3.279034	7.308	6.2321
18/07/16	49.9	22.56646	2.554669	13.4386	4.8517
25/07/16	1.8	19.935	2.30671	40.0722	98.049
25/07/16	10.3	25.11516	2.557244	46.1419	71.4154
25/07/16	25.7	19.66892	1.065607	35.6062	13.4995
25/07/16	50.1	16.32738	0.635259	33.0687	9.0335
01/08/16	1.6	16.55454	5.243548	44.5179	21.5586
01/08/16	10.1	15.64384	5.126793	42.2037	19.0211
01/08/16	25.1	19.26328	1.319429	38.8948	8.5463
01/08/16	50.3	25.97826	0.551486	15.6919	3.0856
08/08/16	1.6	26.76862	18.51901	59.9053	36.8851
08/08/16	10	22.174	10.58085	52.983	30.4094
08/08/16	25	13.75564	1.08382	38.8136	4.9532
08/08/16	50.1	13.12804	0.649946	48.8824	3.0044
15/08/16	2	22.46876	20.337937	20.9293	35.1596
15/08/16	9.8	22.39506	20.300316	19.082	34.6724
15/08/16	25.8	41.23426	3.807198	52.3537	31.9522
15/08/16	49	20.0408	1.425763	32.1958	4.6487
23/08/16	1.9	16.91816	16.840572	33.8198	33.4747
23/08/16	10.2	17.31092	16.641159	36.6212	35.1393
23/08/16	25.5	13.36116	3.463718	28.9884	8.5666
23/08/16	50.5	12.5981	1.583407	24.2788	5.1562
01/09/16	1.8	19.3656	45.024531	12.2612	51.2372
01/09/16	10.2	18.1304	34.687993	17.0926	47.1366
01/09/16	25	14.5847	3.918117	17.1332	13.2762
01/09/16	50.2	14.04074	2.435971	16.7272	10.353
05/09/16	1.8	23.98288	20.262208	20.6248	27.7501
05/09/16	10	22.8511	19.901256	19.6707	26.5727
05/09/16	25.3	20.86358	16.42318	18.7369	24.2179
05/09/16	50.3	18.90008	8.264297	22.0255	13.0326
13/09/16	1.5	19.07094	17.111505	0	26.8569
13/09/16	10	18.43446	16.09451	22.8781	27.6689
13/09/16	25	20.24072	10.176721	47.9689	24.8066
13/09/16	50.1	17.18162	2.617151	29.4147	5.8667
19/09/16	1.7	21.85484	30.250016	31.2011	28.623
19/09/16	10.3	20.38874	26.98602	32.2161	19.5489
19/09/16	25.3	20.94216	6.411069	33.9213	8.9726
19/09/16	50.5	18.68346	10.14906	26.5118	8.932
28/09/16	2.1	32.82812	30.251664	9.744	10.4545
28/09/16	9.8	32.88136	31.374784	10.4748	6.8614
28/09/16	24.9	28.18456	18.142236	18.27	8.4854
28/09/16	50.6	23.63188	9.448049	24.2179	4.8923
10/10/16	1.7	29.2467	6.500393	14.616	6.2118
10/10/16	10.5	29.79304	6.429823	14.1288	5.4201
10/10/16	25.2	29.438	6.500113	16.2197	6.0494
10/10/16	50	29.19912	6.064163	13.7228	5.8261
19/10/16	1.9	20.30616	9.234934	20.909	7.308
19/10/16	10.4	19.6731	8.849317	19.9143	6.6178
19/10/16	24.9	19.8232	9.255764	21.3353	5.5013
19/10/16	50	20.25048	8.664061	21.1729	5.1156
24/10/16	1.7	23.51462	8.820663	23.0202	5.684
24/10/16	10.6	24.26208	9.200649	19.4677	4.8923
24/10/16	26.2	23.56256	9.158468	18.3309	4.7705
24/10/16	50.2	23.74212	9.403186	19.5895	4.7705
01/11/16	1.6	19.80338	6.110622	12.6469	3.6134
01/11/16	10.2	19.21928	6.079776	12.7484	3.4307
01/11/16	25.1	19.31256	6.266425	11.5507	3.6337
01/11/16	50.5	19.22978	6.313159	13.8446	3.8773
07/11/16	1.7	18.62206	9.879529	19.285	9.2162
07/11/16	10.1	18.22042	10.201332	18.8993	7.917
07/11/16	25.7	18.04612	9.823327	18.2091	8.0185
07/11/16	50.6	18.5473	9.945344	17.7828	6.9426
14/11/16	1.7	20.00056	12.439775	19.6707	11.3883
14/11/16	10	20.31214	12.542523	24.5427	10.8199
14/11/16	24.9	19.48496	12.749198	20.0767	11.9973
14/11/16	50.3	20.15926	12.760627	20.4421	10.6575
23/11/16	1.8	23.32636	6.589772	34.307	5.887
23/11/16	11.1	21.33878	7.580551	26.4712	7.0238
23/11/16	26.5	20.58566	6.864734	18.7572	5.6637
23/11/16	47.7	20.66826	6.860147	18.676	5.0141
28/11/16	2	19.41364	9.594851	25.9637	7.9576
28/11/16	10.1	19.67836	9.399036	26.4712	7.0441
28/11/16	24.7	19.68636	9.440267	27.0802	7.4095
28/11/16	49.2	20.17356	9.678337	24.9081	7.1456
05/12/16	2.2	13.81498	5.58458	19.0414	7.4704
05/12/16	10	14.30752	5.528339	24.3194	6.9629
05/12/16	25.9	14.3942	5.53405	19.1226	7.4298
05/12/16	50.2	14.839	5.939994	19.6301	6.9629
12/12/16	2.1	14.72104	7.908555	17.0723	8.7493
12/12/16	10.1	15.0099	8.126725	16.2806	8.6681
12/12/16	25.2	14.90764	8.054782	16.5242	8.4245
12/12/16	50	15.77036	8.315061	15.8949	8.2824
19/12/16	1.3	14.765	8.207169	17.1941	9.135
19/12/16	10.4	14.48656	8.320108	16.8287	9.0538
19/12/16	25	14.64162	8.560916	15.9964	8.729
19/12/16	50.3	15.1526	8.629015	16.7678	8.9929

